ID,Treść,Autor,Data
1657531697242464256,That was one crazy mad show tonight but Liverpool has shown the world how #Eurovison should be done. Sweden better up its game as hosts in 2024!,Merseyblogger,2023-05-13 23:42:06+00:00
1657531665378320387,Hating on a sucessful woman of colour is all I'm seeing #Eurovison,AlixMccoll,2023-05-13 23:41:59+00:00
1657531652791320576,Bad song the uk had this year #Eurovison #EUROVISION2023,philipbryant180,2023-05-13 23:41:56+00:00
1657531635925934081,okay congratulations sweden but now that you won (again) you need to give us what we want : WE WANT PETRA MEDE (and Måns Zelmerlöw) !!! #Eurovison #Eurovision2024 https://t.co/p0RewTrCYs,swedegard,2023-05-13 23:41:52+00:00
1657531629965803520,"Use me as a CHA CHA CHA button!!!
For us you are the winner. 💚💚💚

#Eurovision #EUROVISION2023 #Eurovison #chachachaa #Finland #ESC2023 #BABYMONSTER #Loreen #Sweden https://t.co/JyOjD63Cnf",Dinosaur_112,2023-05-13 23:41:50+00:00
1657531413850206208,"Das heutige ESC Finale hat mal wieder meine Verschwörungstheorie bestärkt das einfach alle Deutschland hassen 😃
#lordofthelost #Eurovision #ESC2023 #Eurovison #lordofthelost",awankelmut_,2023-05-13 23:40:59+00:00
1657531332069556226,"She came, she conquered. (twice) #Eurovison https://t.co/fQzvDxSkiS",Benand_rews,2023-05-13 23:40:39+00:00
1657531215509897216,I see the BBC is trying to keep the #Eurovison audience entertained by scheduling the AbFab movie on BBC1 and Pride Hits on BBC2.,iandavid_68,2023-05-13 23:40:11+00:00
1657531091761213440,"Idk why so many are complaining, I loved having mel giedroyc commentating! #Eurovison",becca_g_p,2023-05-13 23:39:42+00:00
1657530790438109187,Finland and Belgium were robbed #Eurovison,ca_mansfield,2023-05-13 23:38:30+00:00
1657530722645602305,"5 PUNTOS DE TELEVOTO?

EUROPA COMEDNOS EL CULO!!!!

#EurovisionRTVE #Eurovison # EUROFRAUDE https://t.co/B0Hrplnooz",MartaLiberato,2023-05-13 23:38:14+00:00
1657530660033118210,"Unfortunate that Finland did not win Eurovision this year and instead quite a bland song won. Oh well, at least I found quite a few new bands to listen to. #ESC2023 #Eurovison #Finlandwasrobbed",Raptorjesus_42,2023-05-13 23:37:59+00:00
1657530553917112320,"Those bloody jury votes...robbing my wee Kaarija of his win.

Should have been #Finland for #Eurovison 2024. https://t.co/hCB0irf4LU",stesta18,2023-05-13 23:37:34+00:00
1657530548808560643,"he's so fun 🩷
#JokerOut #bojan #eurowizja2023 #Eurovision #ESC2023 #Eurovison #finland #slovenia https://t.co/2EMjJDQbl9",iczka3,2023-05-13 23:37:32+00:00
1657530490381803521,King 👑👑👑 #Eurovison,1989_1701,2023-05-13 23:37:18+00:00
1657530311045963777,"#Eurovison 
The folks who wrote "" Whole Again"" tonight be like...🍾 https://t.co/y8AgoLygbQ",Nattybobs,2023-05-13 23:36:36+00:00
1657530289197916168,"@KensingtonRoyal @Eurovision Meanwhile #Russia attacks #Ternopil, home #Ukraine #Eurovison entry.
Effectively #Putin attacked #Europe tonight.",Ianmport,2023-05-13 23:36:31+00:00
1657530274651963394,"1st year watching #Eurovison and I'm disgusted at the crap we continue to put up. There's political voting &amp; there's the fact that our vocals and song were dog shit. Whoever decided on the singer and song for the UK should be sacked and embarrassed. Vocals win, Sweden proved it",d_dodger,2023-05-13 23:36:27+00:00
1657530202602217472,"POV: you win the biggest song contest of the year, but no one remembers your song #Eurovison https://t.co/o7Xiz1apLn",Rosaghase,2023-05-13 23:36:10+00:00
1657530186047389696,My all time favourite #Eurovison song.,RachelLizzie_x,2023-05-13 23:36:06+00:00
1657530166858399746,"Gente diciendo que Blanca Paloma es algo así como Rosalía, no mira, Blanca Paloma de ser algo es una versión de Isabel Pantoja o algo similar. #Eurovision2023 #Eurovison #EurovisonRTVE",Jdejoseantt,2023-05-13 23:36:01+00:00
1657530031667552256,QUEEN LOREEN!! #Eurovison #eurovision2023 https://t.co/c8kuifOhk7,KimberleyW1983,2023-05-13 23:35:29+00:00
1657529823458209792,Why do we do eurovision? Especially is the worst place Liverpool? They don't sing the national anthem. Total joke. I won't be watching again. #liverpoolajoke #EurovisionRTVE  @bbceurovision  #Eurovison #EUROVISION2023    #eurowizja2023,LeeAlgar1,2023-05-13 23:34:39+00:00
1657529775336849415,#Deutschland 😢😢😢😢😢😢 #ESC #Eurovision2023    #Eurovison #ESC2023 https://t.co/gzHapKzRRz,Moritzbhg,2023-05-13 23:34:28+00:00
1657529724560654339,I still have a schoolboy crush on Nicole #Eurovison https://t.co/hi9z2Zybp3,RobWilliams100,2023-05-13 23:34:16+00:00
1657529695867379714,Congrats to SWEDEN #Eurovison #EUROVISION2023 #EUROVISION https://t.co/rh3hLgsZA9,zelmz2,2023-05-13 23:34:09+00:00
1657529681866883072,How can the jury be so out of touch with public opinion.  We want to Cha Cha Cha all night long. How often do you hear multiple audience interruptions of THEIR FAV SONG #Eurovison,ItsMarketingMeg,2023-05-13 23:34:06+00:00
1657529654205456386,"Finland absolutely robbed. Predictable, but unfortunate. Let down massively by the jury vote. #Eurovison",Darwizzy_1892,2023-05-13 23:33:59+00:00
1657529544595722242,#Germany 😢😢😢😢😢😢 #ESC #Eurovision2023 #Eurovison #ESC2023 https://t.co/C1YofxrBtl,Moritzbhg,2023-05-13 23:33:33+00:00
1657529523896762368,if ABBA don't perform next year i will revolt #Eurovison,NatashaRoseS,2023-05-13 23:33:28+00:00
1657529501767852033,"本日、英リヴァプールでのユーロビジョンソングコンテスト決勝大会のインターバルで
隆子 @left_fujii が好きなDOAの「You Spin Me Round」を
イスラエルのNetta(18年同大会優勝)が披露！ 
Netta - Liverpool Songbook | Grand Final | Eurovision 2023 #Eurovison https://t.co/fnX96omdoa",snowair,2023-05-13 23:33:23+00:00
1657529473695088640,@pelitanse He perdido la ilusión con #Eurovison y dudo mucho que la recupere,amandaaescala,2023-05-13 23:33:16+00:00
1657529456200744963,Absolutely outraged that they didn't have Sylvester Stallone whistling the theme from Z-Cars during the interval for balance #Eurovison,ShawMcIver,2023-05-13 23:33:12+00:00
1657529453084397568,This has been firmly planted in my head due to having been played A LOT by my 3-year-old over the last few days &amp; it would appear that not even listening to 26 #Eurovison songs could shift it! Therefore I think it's only fair that you share my misery!! 🙉 https://t.co/c2AHBMawiu,DrLiamMorgan,2023-05-13 23:33:11+00:00
1657529371492507648,If only liverpool had adopted 'fuck the jury' tonight ahead of 'fuck the tories' #Eurovison,Maffffffff,2023-05-13 23:32:52+00:00
1657529368791457792,"Yo lista para celebrar a Finlandia y sueltan que gana la otra 😭🤌
#Eurovison https://t.co/8Rq2qKoUY9",saranyca,2023-05-13 23:32:51+00:00
1657529254874173441,#Eurovison  #Ukraine  #youllneverwalkalone  we are with you Ukraine big love x,Emilou_Moose,2023-05-13 23:32:24+00:00
1657529240168931330,"So what world famous singer with a decade of experience should be sent next to #Eurovison?
Asking for someone that needs it #UnitedKingdom #germany",Zanster3,2023-05-13 23:32:20+00:00
1657529186368495618,"¡¡¡Abracadabra!!!
#Eurovision #EurovisionRTVE #Eurovison #FlyingFree #PontAeri https://t.co/YVekhleGSe",knailla,2023-05-13 23:32:08+00:00
1657529126780121088,@hanwaddingham what a legend you have just become 😄😄😄 #Eurovison,KeighleyMike,2023-05-13 23:31:53+00:00
1657529115220619265,eurovision juries suck #eurovison,SlimyPorko,2023-05-13 23:31:51+00:00
1657529091594022912,@eurovision_tve @BlancaPaloma_rb https://t.co/aRQiecYN1T  #eurovison y la #crisis #musical #eurovision,DjRuscus,2023-05-13 23:31:45+00:00
1657529048363413504,"Ukraine 🇺🇦 to Sweden 🇸🇪 
Blue and Yellow remain the same!!!
#Eurovison
#eurovision",PapleX610,2023-05-13 23:31:35+00:00
1657528980151451651,I say this every year #Eurovison is fixed https://t.co/SUE9AKbyQ3,KlaireMartin,2023-05-13 23:31:18+00:00
1657528963487477760,Gana Loreen con un PLAGIO y  Blanca Paloma tiene 5 puntos de televoto....muy normal lo de Eurovision no es 👎👎👎...#Eurovison #EurovisionRTVE,MartaLiberato,2023-05-13 23:31:14+00:00
1657528922408452098,"#Käärija #kaeaerijae #Eurovison 

Public vote winner was #Finland 
Should get Number 1 in as many countries as possible. Show who the real winner was.",14992069H,2023-05-13 23:31:05+00:00
1657528883439181826,"Eurovision was a blast tonight. My country didn't win, but Mazel Tov to Loreen all the same. And here's to a good one in Sweden next year ❤🇸🇪 #Eurovison #ESC2023 #EUROVISION2023",Yitzy___,2023-05-13 23:30:55+00:00
1657528875117694976,"Well next year, I say bring back Sam to represent us #Eurovison #EUROVISION2023",1997whovian,2023-05-13 23:30:53+00:00
1657528862073401344,Eurvision party on Dev Green in Sheffield 🇬🇧🇺🇦 at least we didn't finish last 😅 #SHEFFIELD #sheffield #Eurovison #EUROVISION #EUROVISION2023 https://t.co/fnRuNxG7CZ,FordWrit,2023-05-13 23:30:50+00:00
1657528835271802880,#Eurovison https://t.co/pmSRsJYQLb,lizzardcorn,2023-05-13 23:30:44+00:00
1657528820805652481,The best bit of Eurovision I've ever seen in my life 🤣 #Eurovison #melgiedroyc https://t.co/sDZWS8B931,KellyG290,2023-05-13 23:30:40+00:00
1657528807035748353,What an absolute delight . YNWA 🎶🎵 sent tears down my face and goosebumps all over.  😍🎶🎵🕺💃 . #YNWA #Liverpool #Eurovison  I do think Italy should of won 😍 @mengonimarco 🇮🇹,Camello224,2023-05-13 23:30:37+00:00
1657528798139514880,Iceland with the banger of an entrance #Eurovision #eurowizja2023 #EurovisionRTVE #Eurovison #EUROVISION2023 https://t.co/gkp8pX0tVM,0x03022002,2023-05-13 23:30:35+00:00
1657528748835471367,"I've never been so invested in a country to win. Finland were robbed at jury level...
#Eurovison",ItsMarketingMeg,2023-05-13 23:30:23+00:00
1657528610482274304,CHA CHA CHA #Eurovison,secretXeyes,2023-05-13 23:29:50+00:00
1657528547546738690,"Coming from a Swede, idgaf abt loreen Finland should have fucking won, screw the juries
#Eurovison",Void_creatcher,2023-05-13 23:29:35+00:00
1657528546162556928,Fuck #Eurovison's jury!,r_krivoshein,2023-05-13 23:29:35+00:00
1657528489065558016,"The real winner! Cha cha cha!!!
#Eurovison https://t.co/A0shynxmPR",TakiRainer,2023-05-13 23:29:21+00:00
1657528423231676417,My young teenage nieces were watching #Eurovison tonight and listening to your lyrics I was glad they have a fab young woman like you as a role model  @maemuller_,girlracer68,2023-05-13 23:29:06+00:00
1657528412733423617,"There's a rabid incoherence in Russia launching a missile attack on the home city of #Ukraines performers at #Eurovison
The whole world will know and will despise them more.",Arnabsuggests,2023-05-13 23:29:03+00:00
1657528317023535105,@finland #Eurovison #Chachacha the people's champions!!!!,DrSamSmithers,2023-05-13 23:28:40+00:00
1657528241949757440,"Und selbst wenn die Zuschauer keinen Bock auf uns haben, erwarte ich von einer „professionellen“ Jury, dass sie objektiv bewerten. 2 Punkte sind nicht erklärbar. Als sei Metal plötzlich kein respektables Musikgenre mehr.

Mic Drop! Gute Nacht! 

#EUROVISION2023 #Eurovison",MeisterShepherd,2023-05-13 23:28:22+00:00
1657528232197992450,So Finland got more than half of Swedens public votes but still lost🤔 interesting 🤡 #Eurovision #Eurovision2023 #Eurovison #Finland #Sweden,ngl_ilostit,2023-05-13 23:28:20+00:00
1657528188388495361,Me watching the #Eurovison votes come in https://t.co/aIWuv3l9rH,LRMFJ,2023-05-13 23:28:10+00:00
1657528128493821952,😎 well shows how much i know about tunes. #Eurovison #EUROVISION2023 #music #liverpool.,UnvisibleMusic,2023-05-13 23:27:55+00:00
1657528094939308037,"Well done #Liverpool 
Well done #BBC
#Eurovison #EurovisionRTVE 
👏🏿👏🏿👏🏿",ivoretienne,2023-05-13 23:27:47+00:00
1657528066363514880,"Forever Finland! SUOMI ❤️🤘🔥🇫🇮
#EUROVISION2023 #Eurovison #finland #käärijä #kaeaerijae #Chachacha",AnnikaHausen_,2023-05-13 23:27:41+00:00
1657528037636820993,#Robbed #Eurovison Finland should have won. Scrap the jury vote.,RingofPower0,2023-05-13 23:27:34+00:00
1657527915595046913,Llegan a poder votar los países de LATAM y Marruecos y España gana Eurovisión #Eurovision #Eurovison,cairo1311,2023-05-13 23:27:05+00:00
1657527884745940994,Is @SamRyderMusic a modern day pearly king? #samryderrocks #Eurovison,mel_rogue,2023-05-13 23:26:57+00:00
1657527861308162048,#Eurovison sverigeeeeeeeeee,stvnghystclnakd,2023-05-13 23:26:52+00:00
1657527820526944256,something about this year's contest highlighting ukrainian heritage &amp; then sweden winning with a song stolen from a ukrainian artist just don't sit right with me.. #ESC2023 #Eurovison,jjongsluckystar,2023-05-13 23:26:42+00:00
1657527816580214784,Loreen hasn’t even taken off her microphone unlike everyone else lol like she knew she’d win no matter how many points she gets :) Eurovision definitely isn’t corrupted 🤭 #Eurovision #Eurovision2023 #Eurovison #,ngl_ilostit,2023-05-13 23:26:41+00:00
1657527812222320641,Wishing the Jury a very merry abolishment #Eurovison,Brotetsu,2023-05-13 23:26:40+00:00
1657527715631702016,"Que lleve las uñas largas. La rabia de que repita no el país, sino la misma cantante. Que no sea rubia. El televoto. Es que todo va mal. #Eurovision2023 #EurovisiónRTVE #trospivisión #Eurovison #Loreen #MassielCalientaQueSales #SaloméCalientaQueSales https://t.co/bwFcnqYT30",alioli83,2023-05-13 23:26:17+00:00
1657527714771861504,"In fairness, aside from Ukraine's solidarity win last year, the best song (or one of the 2 best) tends to out. Wild Youth are great lads, but the song was poor and forgettable. We need to go back to the drawing board #Eurovison",CaroTiernan,2023-05-13 23:26:17+00:00
1657527658568138752,"I have to say, even before the voting started, I thought the Swedish song was the most average and generic song out of all of them. #Eurovison #eurowizja2023",stephencsmith,2023-05-13 23:26:03+00:00
1657527628998352898,"We need to get either Cmat, Kneecap or Gemma Dunleavy to go to #Eurovison for us. 

It’s our only hope.",DaithiMacTaig,2023-05-13 23:25:56+00:00
1657527600250494978,"No more returning singers and past Representers in 2024 please we have had enough of this
#Eurovison",thatsnaraa,2023-05-13 23:25:49+00:00
1657527581934075911,I only really watch the #Eurovison results to see who is popular in Europe,BottomFloer,2023-05-13 23:25:45+00:00
1657527552175493120,Germany last with an entry this good and sweden winning is a joke. Happy for Israel and Norway tho. Also... DADI FUCKING FREYR LADYS AND GENTS! #Eurovison,Van_Brohenheim,2023-05-13 23:25:38+00:00
1657527505966833665,Pues sí que se parece algo la melodia de la canción de #Suecia al Flying Free makinero del Pont Aeri de hace 20 años 😬 #Eurovision2023 #EurovisionRTVE #Eurovison https://t.co/NRyrUUUMI7,Sokolowicz,2023-05-13 23:25:27+00:00
1657527505199218688,"Gotta be a fix.
Lets face it there is more #Polish in the #UnitedKingdom then #Poland and they can vote for Poland @Eurovision @bbceurovision Think the rules need to change.  UK CANT VOTE POLES #Eurovison (5 countries thst pay most are the worst scoring.",23Danuk,2023-05-13 23:25:27+00:00
1657527499721519104,"By the way, what was the big surprise that was suggested? 😂 Don't tell me it was 3 seconds of Princess Kate playing piano #Eurovison #ESC2023",____LP____,2023-05-13 23:25:25+00:00
1657527490280140801,#Eurovison os pensabais que esta chica era Rosalía y NO,KristaGrym,2023-05-13 23:25:23+00:00
1657527443710672897,Sam Ryder's New Year concert is on BBC2 right now and it's a great post #Eurovison watch!,Andy_Bowell,2023-05-13 23:25:12+00:00
1657527416636489732,"I'm really happy for Loreen but what I felt was that it was all staged to let Sweden host eurovision in the 50th anniversary of ABBA's win. I'm really upset by eurovision the last 2 years, last year it was Ukraine, obviously for the war, this year Sweden.
#Eurovison #EUROVISION",Rita44233270,2023-05-13 23:25:06+00:00
1657527402451410949,Estoy muy frustrado q lo sepáis #Eurovison,DavidSpadinni,2023-05-13 23:25:02+00:00
1657527386949181444,Finland was robbed 💔💔💔💔 #Eurovison,alya_zayed,2023-05-13 23:24:59+00:00
1657527334692331520,"Can't believe spain only got 5 points in the televote, i'm bloody raging #Eurovison",IgrankaShum,2023-05-13 23:24:46+00:00
1657527326635073536,Justice for Poe #Eurovison,GeorgeOsborn,2023-05-13 23:24:44+00:00
1657527320888979457,Euphoria 2.0. Bravo Sweden #Eurovison,Cyprustrekkie,2023-05-13 23:24:43+00:00
1657527299401547777,How weird that #Sweden got the most votes from the viewers and now people are complaining. Nice one. #Eurovison #EUROVISION2023,KarinBorjeesson,2023-05-13 23:24:38+00:00
1657527286990503937,"Just in case you wondered what Julia said on @bbceurovision tonight... here are the subtitles that iPlayer gave me.

#EUROVISION2023 #EUROVISION #Ukraine #Eurovison @BBCOne https://t.co/NA7rhetJd4",davethegeek,2023-05-13 23:24:35+00:00
1657527282477547522,"#Eurovison What a lot of old pony, Germany were the best by far!",manfield72,2023-05-13 23:24:34+00:00
1657527269827510272,#Eurovison we where ripped off again. Well done UK,KerryFreer,2023-05-13 23:24:31+00:00
1657527250621693953,Ya boy is checking out from the most unreal 10 days ever. Insane. #Eurovison https://t.co/ZbzjYZbpSf,JustGareth,2023-05-13 23:24:26+00:00
1657527185828114433,"Chi ha dato 12 punti all'Italia (Marco Mengoni) all'Eurovision Song Contest 2023 - 
#esc2023 #Eurovision #eurowizja2023  #Eurovison 

https://t.co/RcMgDKNpL5 via @notizieweblive",NOTIZIEWEBLIVE,2023-05-13 23:24:11+00:00
1657527183085117450,"Ruddy jurys lol, but what an amazing song, well worthy of the win, Loreen is The Queen of Eurovision &amp; ABBA's 50th anniversary next year, it just had to be. 🇸🇪🇸🇪🇸🇪#Eurovision2023 #Eurovison #Sweden",hergesadventur1,2023-05-13 23:24:10+00:00
1657527154542772224,"jestem rozwscieczona
#Eurovison",noelo321,2023-05-13 23:24:03+00:00
1657527077506019329,"LOSE THE JURY VOTE
#Eurovison #ESC2023",eli_3l1,2023-05-13 23:23:45+00:00
1657527071168507905,"-AUTOGOL EUROVISION EDITION -

Israele che ci supera per 12 punti.
Gli stessi 12 punti che gli abbiamo assegnato noi.
Ok.

#Eurovision #eurowizja2023 #ESC2023 #Eurovison #EUROVISION2023 #MarcoMengoni #MengoniESC2023 #mengoni #eurovision23 #israele",FabrDiRuscio,2023-05-13 23:23:43+00:00
1657527057046200321,"Barbara Schöneberger äußert gerade Kritik an @LordOfTheLost.
KANN SIE BITTE EINFACH SCHWEIGEN? Und kann das bitte nächstes Jahr jemand anderes moderieren? #Eurovison #ESC2023",intrashted,2023-05-13 23:23:40+00:00
1657527009172389890,"Me after hearing Finland did not win.

#Eurovison https://t.co/lxAJvrEXYh",KoenCambre,2023-05-13 23:23:29+00:00
1657526978474303490,Scandal.. shame on you #Eurovison #EUROVISION2023 #EUROVISION 🤮🤮,MarijanBarbara,2023-05-13 23:23:21+00:00
1657526967908851713,@Eurovision abolish the jury vote. Finland were robbed #Eurovison #Chachacha,Tamara_Newton_,2023-05-13 23:23:19+00:00
1657526935080058882,"Nothing wrong with The Winner Takes It All, it's a cracking song, but I'm not sure it should be winning a song contest in 2023. #Eurovison",cornucopiaotat,2023-05-13 23:23:11+00:00
1657526920534278144,@carlbildt Congratulations #Sweden Your #Loreen was powerful again. But I got the vibe that the audience in the arena and so many behind TV sets this year wanted Cha Cha Chaa🥰 #Finland #Eurovison #käärijä,Kristine3300,2023-05-13 23:23:07+00:00
1657526888993026048,"Stak nou de zangeres van Frankrijk haar middelvinger op tijdens de puntentelling??
#Frankrijk #Eurovision #Eurovision2023 #Eurovison #songfestival",lindabernaards,2023-05-13 23:23:00+00:00
1657526878410866689,#Eurovison #EUROVISION2023 https://t.co/dqE62kQEKK,MarkHud35833594,2023-05-13 23:22:57+00:00
1657526871993589765,Sweden won so I blocked ghost on twitter #Eurovison https://t.co/lxMsAZTzZL,dilfsonfilm,2023-05-13 23:22:56+00:00
1657526861545480193,#CHACHACHA #Finland #Eurovison,ClairP1980,2023-05-13 23:22:53+00:00
1657526820097359872,"Ok, the 3 acts I didn't understand:
Germany 👹
Finland 🧌
Croatia 🩲
#Eurovison
#EUROVISION2023 https://t.co/jIYq9TCUYS",Unbeknownst2Jo,2023-05-13 23:22:43+00:00
1657526736744005635,"Commentary on #Eurovison results tonight on BBC was dreadful. Nothing but talking over everything going on. The only jury result she didn't interrupt was UK one. 

Very rude and irritating.",epoocnotyep,2023-05-13 23:22:24+00:00
1657526710764466177,"Que la canción española era mala se veía de lejos, pero bueno, aquí nunca habríamos mandado a Loreen porque como era algo arriesgado, se podía desafinar, etc, etc, vamos, lo que le hicieron a Fusa Nocta, mejor un ea ea ea.
#Eurovision2023 #Eurovison  #EurovisionRTVE",Jdejoseantt,2023-05-13 23:22:17+00:00
1657526709137154049,"While Ukraine was performing there song for us in Liverpool , Ternopil was being attacked by Russia. Was so sad to read. So to everyone disrespecting #Eurovison , understand its a place for peace and music to be shared around the world. My heart goes to Ukraine. 💙",AngelAnneKnight,2023-05-13 23:22:17+00:00
1657526706083643394,"I love Loreen and Sweden, plus Tattoo is a great song. Maybe not my personal choice but I can't discredit how incredible she is. So glad I got to visit Liverpool and see the atmosphere. I love #Eurovison ❤️",ZakFarren,2023-05-13 23:22:16+00:00
1657526689130246145,"Sweden won??????
Ahhh really wanted Finland or Israel, but oh well. Sweden was awesome also.
See ya next year with all my shit post about #Eurovison 👁️👄👁️",JoannaPuppet,2023-05-13 23:22:12+00:00
1657526642481197056,Never watched #Eurovison but I can honestly say after hearing all the songs at the end the #winner #won a #dance #track &amp; well performed by a #lady with an awesome #voice. #Sweden. #uk at the bottom as always. Nothing to do with the artist. Just jealous coz we make better #music,StaceyEleanorG,2023-05-13 23:22:01+00:00
1657526620591120386,"@IrishTimesCultr Am I the only one who hears this as a 2023 version of
@ABBA 's ""The Winner Takes It All"" particularly the melody and backing of the opening sequence? #Eurovison #EUROVISION2023📷 #EUROVISION📷 #eurowizja2023 #Sweden #Loreen",PaulaRyanMusic,2023-05-13 23:21:56+00:00
1657526583203098626,Does Eurovision go straight to penalties or is it exta-time first? #Eurovison,Colin_Dolan,2023-05-13 23:21:47+00:00
1657526576295075841,"Overhead at Eurovision:

I can't afford to have orgasms in Sweden.

#Eurovison",ESCPifPaf,2023-05-13 23:21:45+00:00
1657526573514338304,"Cancel jury vote at least  in Eurovision Finals
#Eurovison  🤦🏻‍♀️",thatsnaraa,2023-05-13 23:21:45+00:00
1657526563347243013,I think we are all united in the fact the jury vote can absolutely suck it #Eurovison,TheGrandBiWitch,2023-05-13 23:21:42+00:00
1657526508209033217,"Joke, that was.#Eurovison
No mention at the end of this of men dying in this bollocks war.",Portia57,2023-05-13 23:21:29+00:00
1657526501208719361,"#Sweden’s Loreen wins @Eurovision final after dramatic Finland showdown - 
 https://t.co/s9qvma726w

#ESC2023 #Eurovison #Eurovision2023",RyKas,2023-05-13 23:21:27+00:00
1657526490261594112,"Duska za Albaniju: kao sto sam vam vec rekla tu peva cela porodica, njene dve sestre majka otac i tetka. Samo nisu zlatnog retrivera poveli. Nisu mogli zivotinjama je zabranjeno da budu na sceni.
😂😂😂
#Eurovison",Ekvivalentan,2023-05-13 23:21:25+00:00
1657526333465927680,"F U Russia 
Dont mess with those taking part in eurovision 
We all miss @littlebig and wish they could be taking part 
But no they cant cos you start a war you are American in disclose 
#Eurovison",mebhdh,2023-05-13 23:20:47+00:00
1657526327073820673,"Das wichtigste zum Ende. Danke, Peter Urban. Der ESC wird ohne diese Legende nicht mehr das gleiche Erlebnis im TV sein. #Eurovision2023 #Eurovison",cnx_97,2023-05-13 23:20:46+00:00
1657526265841057792,"Europa no nos merece
#EurovisionRTVE #Eurovison https://t.co/mYOEtBZQ87",mferrachee,2023-05-13 23:20:31+00:00
1657526184916254720,Huge congratulations to Loreen and Sweden!!!! Ahhhhhhhhhhhh!!! 😍😍😍😍😍 #Loreen #Sweden #Eurovison #EUROVISION #EUROVISION2023,Loneraiderart96,2023-05-13 23:20:12+00:00
1657526177551056897,Rigged! To get it back to Sweden next year for ABBA’s 50th anniversary #ESC2023 #Eurovision #Eurovison,johnsuddy,2023-05-13 23:20:10+00:00
1657526136056709121,"Congratulations #bbc that was a flawless show. @hanwaddingham you are a Goddess and deserve your own TV show. 
#Eurovison",hilsoneil,2023-05-13 23:20:00+00:00
1657526032633671680,"Though #EUROVISION2023 had some the poorest quality songs in years, the best song did wind up winning. Congrats Sweden!👏 #Eurovison",PTsakalakos,2023-05-13 23:19:36+00:00
1657526010710040576,Shoulda been finland #Eurovison https://t.co/b0k7JJQy3b,Lux_Adastra,2023-05-13 23:19:30+00:00
1657525988861902851,Milk Inc for Eurovision 2024 let’s make it happen y’all!!!!! #Eurovison #eurovisiesongfestival HUPAAAA https://t.co/Nw82XQFx4J,Tijgerrol,2023-05-13 23:19:25+00:00
1657525979605082113,"""The Winner Takes It All"" just won the #Eurovison 2023!!",sasalex_fx,2023-05-13 23:19:23+00:00
1657525948831481858,"No matter what but #CiutoTuto was such an empowering song.. Monika you did amazing @MonikaLinkyte 🇱🇹🙏

#lithuania #Eurovison https://t.co/Y4tXPFKjbX",demilaviva,2023-05-13 23:19:16+00:00
1657525942552522752,@pewdiepie to host or reveal results for #eurovison 2024 @bbceurovision,jxshuadun,2023-05-13 23:19:14+00:00
1657525923686543364,"Update still literally crying tears like not even ha ha I'm exaggerations no I'm actually crying, I hate this fandom so much rn #Eurovison #Eurovison2023",Toxiccpup,2023-05-13 23:19:10+00:00
1657525897522475008,"würde einfach sagen dass wir nächstes Jahr nicht mehr mitmachen, sie haben uns nicht verdient #Eurovison",yoongalaxis,2023-05-13 23:19:03+00:00
1657525865431855106,#Eurovison night with the fam 🤓 https://t.co/2oxem4av7Z,OzzersOz,2023-05-13 23:18:56+00:00
1657525837644591106,"No paro de reírme, en serio. Un ""por culo de la hinco"" para España. Lo mejor de la temporada.

Eso va de indirecta para los que decían que ganábamos el tevoto. Me sigo riendo.

#Eurovision #Eurovison https://t.co/S3qZMxTXCB",OtherLawyer_,2023-05-13 23:18:49+00:00
1657525816358764545,"Back to Sweden for the 50th anniversary of ABBA winning Eurovision? If that’s not a fix then I don’t know what is. 

Voting a complete mess as usual. Time to pull the plug I think. #bbc #Eurovison",LiamCarter1991,2023-05-13 23:18:44+00:00
1657525811317026818,Norway and Belgium songs better than  Sweden. UK not the 2nd worst song! #Eurovision2023 #Eurovison,mark_heritage,2023-05-13 23:18:43+00:00
1657525759877971970,"Ok, so Sweden did have a great song. But Germany at the bottom!? Insanity! #Eurovison",AdamHoptonVO,2023-05-13 23:18:31+00:00
1657525750138912768,"Laureen‘s „Tattoo“-Melodie/Harmonie klingt übrigens verdächtig nach Mauro Picotto’s Komodo. Naja, für #Eurovison reicht’s 🤷‍♂️ https://t.co/GlcVk6FI0e",Solid_Snail,2023-05-13 23:18:28+00:00
1657525747697713152,"Absolutely one of the best produced Eurovisions I've ever experienced. 

#Eurovison",SeaThundr,2023-05-13 23:18:28+00:00
1657525725124243457,Finland robbed #EUROVISION2023 #Eurovison,PeterPropensity,2023-05-13 23:18:22+00:00
1657525703733043200,"No issues with #Sweden winning tonight. Minus personal petty ones. Those close will know. 🤣 feel harsh on #Norway, thought they were the best song of the night tbh. #Eurovison #EUROVISION    #EUROVISION2023    #Liverpool",TheShaunDaly,2023-05-13 23:18:17+00:00
1657525644870438912,"As many people have said here, this a reminder that straight people vote in #Eurovision too. #Eurovison",naveenjrazik,2023-05-13 23:18:03+00:00
1657525629833576448,EUROVISION IS OVER 😭😭 but my fave won ❤️🇸🇪 #Eurovision2023 #Eurovison https://t.co/ryf7nAcIQM,ice_teaaa_,2023-05-13 23:18:00+00:00
1657525617888309250,"#Eurovision #EUROVISION2023 #ESC2023 #Eurovison #Eurovison2023 

Can WE ALL just trend #NoToJury ?

PLEEAAAASSEEEEEEEE LET US TREND THIS EVERYONE!!!",geddonp,2023-05-13 23:17:57+00:00
